,mean_abs_shap
BUREAU_ACTIVE_AMT_ANNUITY_mean_MISSING_FLAG,0.0
FLAG_DOCUMENT_4,0.0
BASEMENTAREA_MODE_MISSING_FLAG,0.0
BASEMENTAREA_MEDI_MISSING_FLAG,0.0
APARTMENTS_MODE_MISSING_FLAG,0.0
APARTMENTS_MEDI_MISSING_FLAG,0.0
BUREAU_AMT_ANNUITY_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_DAYS_ENDDATE_FACT_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_DAYS_ENDDATE_FACT_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_X_mean_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_X_mean_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_C_mean_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_C_mean_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_5_mean_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_5_mean_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_4_mean_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_4_mean_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_3_mean_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_3_mean_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_2_mean_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_2_mean_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_1_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_size_std_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_size_min_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_size_mean_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_size_max_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_min_std_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_min_min_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_min_mean_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_min_max_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_max_std_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_max_min_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_max_mean_MISSING_FLAG,0.0
BUREAU_BB_MONTHS_BALANCE_max_max_MISSING_FLAG,0.0
BUREAU_AMT_CREDIT_MAX_OVERDUE_std_MISSING_FLAG,0.0
BUREAU_AMT_ANNUITY_std_MISSING_FLAG,0.0
BUREAU_AMT_ANNUITY_min_MISSING_FLAG,0.0
BUREAU_AMT_ANNUITY_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_3_mean_std_MISSING_FLAG,0.0
BUREAU_BB_STATUS_3_mean_min_MISSING_FLAG,0.0
BUREAU_BB_STATUS_3_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_3_mean_max_MISSING_FLAG,0.0
BUREAU_BB_STATUS_2_mean_std_MISSING_FLAG,0.0
BUREAU_BB_STATUS_2_mean_min_MISSING_FLAG,0.0
BUREAU_BB_STATUS_2_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_2_mean_max_MISSING_FLAG,0.0
BUREAU_BB_STATUS_1_mean_std_MISSING_FLAG,0.0
BUREAU_BB_STATUS_1_mean_min_MISSING_FLAG,0.0
BUREAU_BB_STATUS_1_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_1_mean_max_MISSING_FLAG,0.0
BUREAU_BB_STATUS_0_mean_std_MISSING_FLAG,0.0
BUREAU_BB_STATUS_0_mean_min_MISSING_FLAG,0.0
BUREAU_BB_STATUS_0_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_0_mean_max_MISSING_FLAG,0.0
BUREAU_BB_STATUS_5_mean_std_MISSING_FLAG,0.0
BUREAU_BB_STATUS_5_mean_min_MISSING_FLAG,0.0
BUREAU_DAYS_CREDIT_UPDATE_count,0.0
HOUSETYPE_MODE_terraced house,0.0
BUREAU_AMT_CREDIT_SUM_OVERDUE_max,0.0
BUREAU_AMT_CREDIT_SUM_OVERDUE_min,0.0
BUREAU_AMT_CREDIT_SUM_OVERDUE_sum,0.0
EMERGENCYSTATE_MODE_Yes,0.0
BUREAU_AMT_CREDIT_SUM_OVERDUE_count,0.0
BUREAU_AMT_CREDIT_SUM_LIMIT_min,0.0
BUREAU_BB_STATUS_5_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_5_mean_max_MISSING_FLAG,0.0
BUREAU_BB_STATUS_4_mean_std_MISSING_FLAG,0.0
BUREAU_BB_STATUS_4_mean_min_MISSING_FLAG,0.0
BUREAU_BB_STATUS_4_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_4_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_MONTHS_BALANCE_size_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_MONTHS_BALANCE_min_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_MONTHS_BALANCE_min_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_MONTHS_BALANCE_max_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_MONTHS_BALANCE_max_max_MISSING_FLAG,0.0
BUREAU_CLOSED_AMT_CREDIT_MAX_OVERDUE_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_AMT_ANNUITY_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_AMT_ANNUITY_max_MISSING_FLAG,0.0
BUREAU_BB_STATUS_X_mean_std_MISSING_FLAG,0.0
BUREAU_BB_STATUS_X_mean_min_MISSING_FLAG,0.0
BUREAU_BB_STATUS_X_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_X_mean_max_MISSING_FLAG,0.0
BUREAU_BB_STATUS_C_mean_std_MISSING_FLAG,0.0
BUREAU_BB_STATUS_C_mean_min_MISSING_FLAG,0.0
BUREAU_BB_STATUS_C_mean_mean_MISSING_FLAG,0.0
BUREAU_BB_STATUS_C_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_X_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_C_mean_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_C_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_5_mean_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_5_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_4_mean_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_4_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_3_mean_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_3_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_2_mean_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_2_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_1_mean_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_1_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_0_mean_mean_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_0_mean_max_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_MONTHS_BALANCE_size_mean_MISSING_FLAG,0.0
FLOORSMIN_MODE_MISSING_FLAG,0.0
FLOORSMIN_MEDI_MISSING_FLAG,0.0
BUREAU_AMT_CREDIT_SUM_count,0.0
FLAG_MOBIL,0.0
BUREAU_CNT_CREDIT_PROLONG_max,0.0
BUREAU_CNT_CREDIT_PROLONG_min,0.0
FLAG_CONT_MOBILE,0.0
BUREAU_CNT_CREDIT_PROLONG_count,0.0
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_mean,0.0
ENTRANCES_MODE_MISSING_FLAG,0.0
ENTRANCES_MEDI_MISSING_FLAG,0.0
ELEVATORS_MODE_MISSING_FLAG,0.0
ELEVATORS_MEDI_MISSING_FLAG,0.0
COMMONAREA_MODE_MISSING_FLAG,0.0
COMMONAREA_MEDI_MISSING_FLAG,0.0
BUREAU_CLOSED_BB_STATUS_X_mean_mean_MISSING_FLAG,0.0
NONLIVINGAREA_MODE_MISSING_FLAG,0.0
NONLIVINGAREA_MEDI_MISSING_FLAG,0.0
FLAG_DOCUMENT_2,0.0
NONLIVINGAPARTMENTS_MODE_MISSING_FLAG,0.0
NONLIVINGAPARTMENTS_MEDI_MISSING_FLAG,0.0
NONLIVINGAPARTMENTS_AVG_MISSING_FLAG,0.0
LIVINGAREA_MODE_MISSING_FLAG,0.0
LIVINGAREA_MEDI_MISSING_FLAG,0.0
AMT_REQ_CREDIT_BUREAU_DAY,0.0
AMT_REQ_CREDIT_BUREAU_HOUR,0.0
LIVINGAPARTMENTS_MEDI_MISSING_FLAG,0.0
LIVINGAPARTMENTS_AVG_MISSING_FLAG,0.0
LANDAREA_MODE_MISSING_FLAG,0.0
FLAG_DOCUMENT_21,0.0
HOUSETYPE_MODE_MISSING_FLAG,0.0
FONDKAPREMONT_MODE_MISSING_FLAG,0.0
PREV_REFUSED_AMT_ANNUITY_sum_MISSING_FLAG,0.0
PREV_REFUSED_AMT_ANNUITY_mean_MISSING_FLAG,0.0
FLAG_DOCUMENT_20,0.0
FLAG_DOCUMENT_19,0.0
PREV_RATE_INTEREST_PRIVILEGED_std_MISSING_FLAG,0.0
PREV_RATE_INTEREST_PRIVILEGED_min_MISSING_FLAG,0.0
PREV_RATE_INTEREST_PRIVILEGED_mean_MISSING_FLAG,0.0
PREV_RATE_INTEREST_PRIVILEGED_max_MISSING_FLAG,0.0
PREV_RATE_INTEREST_PRIMARY_std_MISSING_FLAG,0.0
PREV_RATE_INTEREST_PRIMARY_min_MISSING_FLAG,0.0
PREV_RATE_INTEREST_PRIMARY_mean_MISSING_FLAG,0.0
PREV_RATE_INTEREST_PRIMARY_max_MISSING_FLAG,0.0
PREV_APPROVED_RATE_INTEREST_PRIVILEGED_mean_MISSING_FLAG,0.0
PREV_APPROVED_RATE_INTEREST_PRIVILEGED_max_MISSING_FLAG,0.0
PREV_APPROVED_RATE_INTEREST_PRIMARY_mean_MISSING_FLAG,0.0
PREV_APPROVED_RATE_INTEREST_PRIMARY_max_MISSING_FLAG,0.0
PREV_REFUSED_AMT_GOODS_PRICE_sum_MISSING_FLAG,0.0
PREV_REFUSED_AMT_GOODS_PRICE_mean_MISSING_FLAG,0.0
PREV_REFUSED_AMT_GOODS_PRICE_max_MISSING_FLAG,0.0
PREV_REFUSED_AMT_GOODS_PRICE_count_MISSING_FLAG,0.0
PREV_REFUSED_AMT_DOWN_PAYMENT_sum_MISSING_FLAG,0.0
PREV_REFUSED_AMT_DOWN_PAYMENT_mean_MISSING_FLAG,0.0
PREV_REFUSED_AMT_DOWN_PAYMENT_max_MISSING_FLAG,0.0
PREV_REFUSED_AMT_DOWN_PAYMENT_count_MISSING_FLAG,0.0
PREV_REFUSED_AMT_CREDIT_sum_MISSING_FLAG,0.0
PREV_REFUSED_AMT_CREDIT_mean_MISSING_FLAG,0.0
PREV_REFUSED_AMT_CREDIT_max_MISSING_FLAG,0.0
PREV_REFUSED_AMT_CREDIT_count_MISSING_FLAG,0.0
PREV_REFUSED_AMT_APPLICATION_sum_MISSING_FLAG,0.0
PREV_REFUSED_AMT_APPLICATION_mean_MISSING_FLAG,0.0
PREV_REFUSED_AMT_APPLICATION_max_MISSING_FLAG,0.0
PREV_REFUSED_AMT_APPLICATION_count_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_FIRST_DUE_sum_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_FIRST_DUE_mean_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_FIRST_DUE_max_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_FIRST_DUE_count_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_FIRST_DRAWING_sum_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_FIRST_DRAWING_mean_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_FIRST_DRAWING_max_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_FIRST_DRAWING_count_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_DECISION_sum_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_DECISION_mean_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_DECISION_max_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_DECISION_count_MISSING_FLAG,0.0
PREV_REFUSED_CNT_PAYMENT_sum_MISSING_FLAG,0.0
PREV_REFUSED_CNT_PAYMENT_mean_MISSING_FLAG,0.0
PREV_REFUSED_CNT_PAYMENT_max_MISSING_FLAG,0.0
PREV_REFUSED_CNT_PAYMENT_count_MISSING_FLAG,0.0
PREV_REFUSED_HOUR_APPR_PROCESS_START_sum_MISSING_FLAG,0.0
PREV_REFUSED_HOUR_APPR_PROCESS_START_mean_MISSING_FLAG,0.0
PREV_REFUSED_HOUR_APPR_PROCESS_START_max_MISSING_FLAG,0.0
PREV_REFUSED_HOUR_APPR_PROCESS_START_count_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_TERMINATION_sum_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_TERMINATION_mean_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_TERMINATION_max_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_TERMINATION_count_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_LAST_DUE_sum_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_LAST_DUE_mean_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_LAST_DUE_max_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_LAST_DUE_count_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_LAST_DUE_1ST_VERSION_sum_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_LAST_DUE_1ST_VERSION_mean_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_LAST_DUE_1ST_VERSION_max_MISSING_FLAG,0.0
PREV_REFUSED_DAYS_LAST_DUE_1ST_VERSION_count_MISSING_FLAG,0.0
PREV_REFUSED_RATE_INTEREST_PRIMARY_sum_MISSING_FLAG,0.0
PREV_REFUSED_RATE_INTEREST_PRIMARY_mean_MISSING_FLAG,0.0
PREV_REFUSED_RATE_INTEREST_PRIMARY_max_MISSING_FLAG,0.0
PREV_REFUSED_RATE_INTEREST_PRIMARY_count_MISSING_FLAG,0.0
LIVINGAPARTMENTS_MODE_MISSING_FLAG,0.0
PREV_REFUSED_RATE_DOWN_PAYMENT_mean_MISSING_FLAG,0.0
PREV_REFUSED_RATE_DOWN_PAYMENT_max_MISSING_FLAG,0.0
PREV_REFUSED_RATE_DOWN_PAYMENT_count_MISSING_FLAG,0.0
PREV_REFUSED_NFLAG_LAST_APPL_IN_DAY_sum_MISSING_FLAG,0.0
PREV_REFUSED_NFLAG_LAST_APPL_IN_DAY_mean_MISSING_FLAG,0.0
PREV_REFUSED_NFLAG_LAST_APPL_IN_DAY_max_MISSING_FLAG,0.0
PREV_REFUSED_NFLAG_LAST_APPL_IN_DAY_count_MISSING_FLAG,0.0
PREV_REFUSED_NFLAG_INSURED_ON_APPROVAL_sum_MISSING_FLAG,0.0
PREV_REFUSED_NFLAG_INSURED_ON_APPROVAL_mean_MISSING_FLAG,0.0
PREV_REFUSED_NFLAG_INSURED_ON_APPROVAL_max_MISSING_FLAG,0.0
PREV_REFUSED_NFLAG_INSURED_ON_APPROVAL_count_MISSING_FLAG,0.0
BUREAU_CREDIT_DAY_OVERDUE_std,0.0
BUREAU_CREDIT_DAY_OVERDUE_max,0.0
BUREAU_CREDIT_DAY_OVERDUE_min,0.0
BUREAU_CREDIT_DAY_OVERDUE_sum,0.0
BUREAU_CREDIT_DAY_OVERDUE_mean,0.0
FLAG_DOCUMENT_18,0.0
YEARS_BUILD_MEDI_MISSING_FLAG,0.0
WALLSMATERIAL_MODE_MISSING_FLAG,0.0
PREV_REFUSED_SELLERPLACE_AREA_sum_MISSING_FLAG,0.0
PREV_REFUSED_SELLERPLACE_AREA_mean_MISSING_FLAG,0.0
PREV_REFUSED_SELLERPLACE_AREA_max_MISSING_FLAG,0.0
PREV_REFUSED_SELLERPLACE_AREA_count_MISSING_FLAG,0.0
PREV_REFUSED_RATE_INTEREST_PRIVILEGED_sum_MISSING_FLAG,0.0
PREV_REFUSED_RATE_INTEREST_PRIVILEGED_mean_MISSING_FLAG,0.0
PREV_REFUSED_RATE_INTEREST_PRIVILEGED_max_MISSING_FLAG,0.0
PREV_REFUSED_RATE_INTEREST_PRIVILEGED_count_MISSING_FLAG,0.0
FLAG_DOCUMENT_17,0.0
NAME_INCOME_TYPE_Unemployed,0.0
NAME_INCOME_TYPE_Student,0.0
NAME_INCOME_TYPE_Pensioner,0.0
NAME_INCOME_TYPE_Maternity leave,0.0
FLAG_DOCUMENT_15,0.0
NAME_INCOME_TYPE_Businessman,0.0
FLAG_DOCUMENT_14,0.0
FLAG_DOCUMENT_13,0.0
NAME_TYPE_SUITE_Other_A,0.0
NAME_TYPE_SUITE_Group of people,0.0
NAME_TYPE_SUITE_Children,0.0
FLAG_OWN_REALTY_Y,0.0
FLAG_DOCUMENT_12,0.0
CODE_GENDER_XNA,0.0
NAME_CONTRACT_TYPE_Revolving loans,0.0
FLAG_DOCUMENT_11,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Journey_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_mean,0.0
NAME_FAMILY_STATUS_Unknown,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Everyday expenses_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Education_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Buying a used car_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Buying a new car_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Buying a home_mean,0.0
FLAG_DOCUMENT_9,0.0
FLAG_DOCUMENT_7,0.0
FLAG_DOCUMENT_10,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_mean,0.0
PREV_NAME_CONTRACT_TYPE_XNA_mean,0.0
PREV_DAYS_FIRST_DRAWING_max,0.0
PREV_CNT_PAYMENT_count,0.0
PREV_NFLAG_INSURED_ON_APPROVAL_max,0.0
PREV_NFLAG_INSURED_ON_APPROVAL_min,0.0
PREV_NFLAG_INSURED_ON_APPROVAL_count,0.0
PREV_DAYS_TERMINATION_count,0.0
PREV_DAYS_LAST_DUE_count,0.0
PREV_DAYS_LAST_DUE_1ST_VERSION_count,0.0
PREV_DAYS_FIRST_DUE_count,0.0
WALLSMATERIAL_MODE_Others,0.0
WALLSMATERIAL_MODE_Monolithic,0.0
WALLSMATERIAL_MODE_Mixed,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Buying a garage_mean,0.0
PREV_REFUSED_RATE_DOWN_PAYMENT_sum_MISSING_FLAG,0.0
